time-step,queue-sys-id,num-jobs-in-queue,num-jobs-in-service,num-of-errors
171,q0,415,1,0
172,q0,415,1,0
173,q0,415,1,0
174,q0,415,1,0
175,q0,415,1,0
176,q0,415,1,0
177,q0,415,1,0
178,q0,415,1,0
179,q0,414,1,0
180,q0,414,1,0
181,q0,414,1,0
182,q0,414,1,0
183,q0,414,1,0
184,q0,414,1,0
185,q0,414,1,0
186,q0,414,1,0
187,q0,414,1,0
188,q0,414,1,0
189,q0,413,1,0
190,q0,413,1,0
191,q0,413,1,0
192,q0,413,1,0
193,q0,413,1,0
194,q0,413,1,0
195,q0,413,1,0
196,q0,413,1,0
197,q0,413,1,0
198,q0,413,1,0
199,q0,412,1,0
200,q0,412,1,0
201,q0,412,1,0
202,q0,412,1,0
203,q0,412,1,0
204,q0,412,1,0
205,q0,412,1,0
206,q0,412,1,0
207,q0,412,1,0
208,q0,412,1,0
209,q0,411,1,0
210,q0,411,1,0
211,q0,411,1,0
212,q0,411,1,0
213,q0,411,1,0
214,q0,411,1,0
215,q0,411,1,0
216,q0,411,1,0
217,q0,411,1,0
218,q0,411,1,0
219,q0,410,1,0
220,q0,410,1,0
221,q0,410,1,0
222,q0,410,1,0
223,q0,410,1,0
224,q0,410,1,0
225,q0,410,1,0
226,q0,410,1,0
227,q0,410,1,0
228,q0,410,1,0
229,q0,409,1,0
230,q0,409,1,0
231,q0,409,1,0
232,q0,409,1,0
233,q0,409,1,0
234,q0,409,1,0
235,q0,409,1,0
236,q0,409,1,0
237,q0,409,1,0
238,q0,409,1,0
239,q0,408,1,0
240,q0,408,1,0
241,q0,408,1,0
242,q0,408,1,0
243,q0,408,1,0
244,q0,408,1,0
245,q0,408,1,0
246,q0,408,1,0
247,q0,408,1,0
248,q0,408,1,0
249,q0,407,1,0
250,q0,407,1,0
251,q0,407,1,0
252,q0,407,1,0
253,q0,407,1,0
254,q0,407,1,0
255,q0,407,1,0
256,q0,407,1,0
257,q0,407,1,0
258,q0,407,1,0
259,q0,406,1,0
260,q0,406,1,0
261,q0,406,1,0
262,q0,406,1,0
263,q0,406,1,0
264,q0,406,1,0
265,q0,406,1,0
266,q0,406,1,0
267,q0,406,1,0
268,q0,406,1,0
269,q0,405,1,0
270,q0,405,1,0
271,q0,405,1,0
272,q0,405,1,0
273,q0,405,1,0
274,q0,405,1,0
275,q0,405,1,0
276,q0,405,1,0
277,q0,405,1,0
278,q0,405,1,0
279,q0,404,1,0
280,q0,404,1,0
281,q0,404,1,0
282,q0,404,1,0
283,q0,404,1,0
284,q0,404,1,0
285,q0,404,1,0
286,q0,404,1,0
287,q0,404,1,0
288,q0,404,1,0
289,q0,403,1,0
290,q0,403,1,0
291,q0,403,1,0
292,q0,403,1,0
293,q0,403,1,0
294,q0,403,1,0
295,q0,403,1,0
296,q0,403,1,0
297,q0,403,1,0
298,q0,403,1,0
299,q0,402,1,0
300,q0,402,1,0
301,q0,402,1,0
302,q0,402,1,0
303,q0,402,1,0
304,q0,402,1,0
305,q0,402,1,0
306,q0,402,1,0
307,q0,402,1,0
308,q0,402,1,0
309,q0,401,1,0
310,q0,401,1,0
311,q0,401,1,0
312,q0,401,1,0
313,q0,401,1,0
314,q0,401,1,0
315,q0,401,1,0
316,q0,401,1,0
317,q0,401,1,0
318,q0,401,1,0
319,q0,400,1,0
320,q0,400,1,0
321,q0,400,1,0
322,q0,400,1,0
323,q0,400,1,0
324,q0,400,1,0
325,q0,400,1,0
326,q0,400,1,0
327,q0,400,1,0
328,q0,400,1,0
329,q0,399,1,0
330,q0,399,1,0
331,q0,399,1,0
332,q0,399,1,0
333,q0,399,1,0
334,q0,399,1,0
335,q0,399,1,0
336,q0,399,1,0
337,q0,399,1,0
338,q0,399,1,0
339,q0,398,1,0
340,q0,398,1,0
341,q0,398,1,0
342,q0,398,1,0
343,q0,398,1,0
344,q0,398,1,0
345,q0,398,1,0
346,q0,398,1,0
347,q0,398,1,0
348,q0,398,1,0
349,q0,397,1,0
350,q0,397,1,0
351,q0,397,1,0
352,q0,397,1,0
353,q0,397,1,0
354,q0,397,1,0
355,q0,397,1,0
356,q0,397,1,0
357,q0,397,1,0
358,q0,397,1,0
359,q0,396,1,0
360,q0,396,1,0
361,q0,396,1,0
362,q0,396,1,0
363,q0,396,1,0
364,q0,396,1,0
365,q0,396,1,0
366,q0,396,1,0
367,q0,396,1,0
368,q0,396,1,0
369,q0,395,1,0
370,q0,395,1,0
371,q0,395,1,0
372,q0,395,1,0
373,q0,395,1,0
374,q0,395,1,0
375,q0,395,1,0
376,q0,395,1,0
377,q0,395,1,0
378,q0,395,1,0
379,q0,394,1,0
380,q0,394,1,0
381,q0,394,1,0
382,q0,394,1,0
383,q0,394,1,0
384,q0,394,1,0
385,q0,394,1,0
386,q0,394,1,0
387,q0,394,1,0
388,q0,394,1,0
389,q0,393,1,0
390,q0,393,1,0
391,q0,393,1,0
392,q0,393,1,0
393,q0,393,1,0
394,q0,393,1,0
395,q0,393,1,0
396,q0,393,1,0
397,q0,393,1,0
398,q0,393,1,0
399,q0,392,1,0
400,q0,392,1,0
401,q0,392,1,0
402,q0,392,1,0
403,q0,392,1,0
404,q0,392,1,0
405,q0,392,1,0
406,q0,392,1,0
407,q0,392,1,0
408,q0,392,1,0
409,q0,391,1,0
410,q0,391,1,0
411,q0,391,1,0
412,q0,391,1,0
413,q0,391,1,0
414,q0,391,1,0
415,q0,391,1,0
416,q0,391,1,0
417,q0,391,1,0
418,q0,391,1,0
419,q0,390,1,0
420,q0,390,1,0
421,q0,390,1,0
422,q0,390,1,0
423,q0,390,1,0
424,q0,390,1,0
425,q0,390,1,0
426,q0,390,1,0
427,q0,390,1,0
428,q0,390,1,0
429,q0,389,1,0
430,q0,389,1,0
431,q0,389,1,0
432,q0,389,1,0
433,q0,389,1,0
434,q0,389,1,0
435,q0,389,1,0
436,q0,389,1,0
437,q0,389,1,0
438,q0,389,1,0
439,q0,388,1,0
440,q0,388,1,0
441,q0,388,1,0
442,q0,388,1,0
443,q0,388,1,0
444,q0,388,1,0
445,q0,388,1,0
446,q0,388,1,0
447,q0,388,1,0
448,q0,388,1,0
449,q0,387,1,0
450,q0,387,1,0
451,q0,387,1,0
452,q0,387,1,0
453,q0,387,1,0
454,q0,387,1,0
455,q0,387,1,0
456,q0,387,1,0
457,q0,387,1,0
458,q0,387,1,0
459,q0,386,1,0
460,q0,386,1,0
461,q0,386,1,0
462,q0,386,1,0
463,q0,386,1,0
464,q0,386,1,0
465,q0,386,1,0
466,q0,386,1,0
467,q0,386,1,0
468,q0,386,1,0
469,q0,385,1,0
470,q0,385,1,0
471,q0,385,1,0
472,q0,385,1,0
473,q0,385,1,0
474,q0,385,1,0
475,q0,385,1,0
476,q0,385,1,0
477,q0,385,1,0
478,q0,385,1,0
479,q0,384,1,0
480,q0,384,1,0
481,q0,384,1,0
482,q0,384,1,0
483,q0,384,1,0
484,q0,384,1,0
485,q0,384,1,0
486,q0,384,1,0
487,q0,384,1,0
488,q0,384,1,0
489,q0,383,1,0
490,q0,383,1,0
491,q0,383,1,0
492,q0,383,1,0
493,q0,383,1,0
494,q0,383,1,0
495,q0,383,1,0
496,q0,383,1,0
497,q0,383,1,0
498,q0,383,1,0
499,q0,382,1,0
500,q0,382,1,0
501,q0,382,1,0
502,q0,382,1,0
503,q0,382,1,0
504,q0,382,1,0
505,q0,382,1,0
506,q0,382,1,0
507,q0,382,1,0
508,q0,382,1,0
509,q0,381,1,0
510,q0,381,1,0
511,q0,381,1,0
512,q0,381,1,0
513,q0,381,1,0
514,q0,381,1,0
515,q0,381,1,0
516,q0,381,1,0
517,q0,381,1,0
518,q0,381,1,0
519,q0,380,1,0
520,q0,380,1,0
521,q0,380,1,0
522,q0,380,1,0
523,q0,380,1,0
524,q0,380,1,0
525,q0,380,1,0
526,q0,380,1,0
527,q0,380,1,0
528,q0,380,1,0
529,q0,379,1,0
530,q0,379,1,0
531,q0,379,1,0
532,q0,379,1,0
533,q0,379,1,0
534,q0,379,1,0
535,q0,379,1,0
536,q0,379,1,0
537,q0,379,1,0
538,q0,379,1,0
539,q0,378,1,0
540,q0,378,1,0
541,q0,378,1,0
542,q0,378,1,0
543,q0,378,1,0
544,q0,378,1,0
545,q0,378,1,0
546,q0,378,1,0
547,q0,378,1,0
548,q0,378,1,0
549,q0,377,1,0
550,q0,377,1,0
551,q0,377,1,0
552,q0,377,1,0
553,q0,377,1,0
554,q0,377,1,0
555,q0,377,1,0
556,q0,377,1,0
557,q0,377,1,0
558,q0,377,1,0
559,q0,376,1,0
560,q0,376,1,0
561,q0,376,1,0
562,q0,376,1,0
563,q0,376,1,0
564,q0,376,1,0
565,q0,376,1,0
566,q0,376,1,0
567,q0,376,1,0
568,q0,376,1,0
569,q0,375,1,0
570,q0,375,1,0
571,q0,375,1,0
572,q0,375,1,0
573,q0,375,1,0
574,q0,375,1,0
575,q0,375,1,0
576,q0,375,1,0
577,q0,375,1,0
578,q0,375,1,0
579,q0,374,1,0
580,q0,374,1,0
581,q0,374,1,0
582,q0,374,1,0
583,q0,374,1,0
584,q0,374,1,0
585,q0,374,1,0
586,q0,374,1,0
587,q0,374,1,0
588,q0,374,1,0
589,q0,373,1,0
590,q0,373,1,0
591,q0,373,1,0
592,q0,373,1,0
593,q0,373,1,0
594,q0,373,1,0
595,q0,373,1,0
596,q0,373,1,0
597,q0,373,1,0
598,q0,373,1,0
599,q0,372,1,0
600,q0,372,1,0
601,q0,372,1,0
602,q0,372,1,0
603,q0,372,1,0
604,q0,372,1,0
605,q0,372,1,0
606,q0,372,1,0
607,q0,372,1,0
608,q0,372,1,0
609,q0,371,1,0
610,q0,371,1,0
611,q0,371,1,0
612,q0,371,1,0
613,q0,371,1,0
614,q0,371,1,0
615,q0,371,1,0
616,q0,371,1,0
617,q0,371,1,0
618,q0,371,1,0
619,q0,370,1,0
620,q0,370,1,0
621,q0,370,1,0
622,q0,370,1,0
623,q0,370,1,0
624,q0,370,1,0
625,q0,370,1,0
626,q0,370,1,0
627,q0,370,1,0
628,q0,370,1,0
629,q0,369,1,0
630,q0,369,1,0
631,q0,369,1,0
632,q0,369,1,0
633,q0,369,1,0
634,q0,369,1,0
635,q0,369,1,0
636,q0,369,1,0
637,q0,369,1,0
638,q0,369,1,0
639,q0,368,1,0
640,q0,368,1,0
641,q0,368,1,0
642,q0,368,1,0
643,q0,368,1,0
644,q0,368,1,0
645,q0,368,1,0
646,q0,368,1,0
647,q0,368,1,0
648,q0,368,1,0
649,q0,367,1,0
650,q0,367,1,0
651,q0,367,1,0
652,q0,367,1,0
653,q0,367,1,0
654,q0,367,1,0
655,q0,367,1,0
656,q0,367,1,0
657,q0,367,1,0
658,q0,367,1,0
659,q0,366,1,0
660,q0,366,1,0
661,q0,366,1,0
662,q0,366,1,0
663,q0,366,1,0
664,q0,366,1,0
665,q0,366,1,0
666,q0,366,1,0
667,q0,366,1,0
668,q0,366,1,0
669,q0,365,1,0
670,q0,365,1,0
671,q0,365,1,0
672,q0,365,1,0
673,q0,365,1,0
674,q0,365,1,0
675,q0,365,1,0
676,q0,365,1,0
677,q0,365,1,0
678,q0,365,1,0
679,q0,364,1,0
680,q0,364,1,0
681,q0,364,1,0
682,q0,364,1,0
683,q0,364,1,0
684,q0,364,1,0
685,q0,364,1,0
686,q0,364,1,0
687,q0,364,1,0
688,q0,364,1,0
689,q0,363,1,0
690,q0,363,1,0
691,q0,363,1,0
692,q0,363,1,0
693,q0,363,1,0
694,q0,363,1,0
695,q0,363,1,0
696,q0,363,1,0
697,q0,363,1,0
698,q0,363,1,0
699,q0,362,1,0
700,q0,362,1,0
701,q0,362,1,0
702,q0,362,1,0
703,q0,362,1,0
704,q0,362,1,0
705,q0,362,1,0
706,q0,362,1,0
707,q0,362,1,0
708,q0,362,1,0
709,q0,361,1,0
710,q0,361,1,0
711,q0,361,1,0
712,q0,361,1,0
713,q0,361,1,0
714,q0,361,1,0
715,q0,361,1,0
716,q0,361,1,0
717,q0,361,1,0
718,q0,361,1,0
719,q0,360,1,0
720,q0,360,1,0
721,q0,360,1,0
722,q0,360,1,0
723,q0,360,1,0
724,q0,360,1,0
725,q0,360,1,0
726,q0,360,1,0
727,q0,360,1,0
728,q0,360,1,0
729,q0,359,1,0
730,q0,359,1,0
731,q0,359,1,0
732,q0,359,1,0
733,q0,359,1,0
734,q0,359,1,0
735,q0,359,1,0
736,q0,359,1,0
737,q0,359,1,0
738,q0,359,1,0
739,q0,358,1,0
740,q0,358,1,0
741,q0,358,1,0
742,q0,358,1,0
743,q0,358,1,0
744,q0,358,1,0
745,q0,358,1,0
746,q0,358,1,0
747,q0,358,1,0
748,q0,358,1,0
749,q0,357,1,0
750,q0,357,1,0
751,q0,357,1,0
752,q0,357,1,0
753,q0,357,1,0
754,q0,357,1,0
755,q0,357,1,0
756,q0,357,1,0
757,q0,357,1,0
758,q0,357,1,0
759,q0,356,1,0
760,q0,356,1,0
761,q0,356,1,0
762,q0,356,1,0
763,q0,356,1,0
764,q0,356,1,0
765,q0,356,1,0
766,q0,356,1,0
767,q0,356,1,0
768,q0,356,1,0
769,q0,355,1,0
770,q0,355,1,0
771,q0,355,1,0
772,q0,355,1,0
773,q0,355,1,0
774,q0,355,1,0
775,q0,355,1,0
776,q0,355,1,0
777,q0,355,1,0
778,q0,355,1,0
779,q0,354,1,0
780,q0,354,1,0
781,q0,354,1,0
782,q0,354,1,0
783,q0,354,1,0
784,q0,354,1,0
785,q0,354,1,0
786,q0,354,1,0
787,q0,354,1,0
788,q0,354,1,0
789,q0,353,1,0
790,q0,353,1,0
791,q0,353,1,0
792,q0,353,1,0
793,q0,353,1,0
794,q0,353,1,0
795,q0,353,1,0
796,q0,353,1,0
797,q0,353,1,0
798,q0,353,1,0
799,q0,352,1,0
800,q0,352,1,0
801,q0,352,1,0
802,q0,352,1,0
803,q0,352,1,0
804,q0,352,1,0
805,q0,352,1,0
806,q0,352,1,0
807,q0,352,1,0
808,q0,352,1,0
809,q0,351,1,0
810,q0,351,1,0
811,q0,351,1,0
812,q0,351,1,0
813,q0,351,1,0
814,q0,351,1,0
815,q0,351,1,0
816,q0,351,1,0
817,q0,351,1,0
818,q0,351,1,0
819,q0,350,1,0
820,q0,350,1,0
821,q0,350,1,0
822,q0,350,1,0
823,q0,350,1,0
824,q0,350,1,0
825,q0,350,1,0
826,q0,350,1,0
827,q0,350,1,0
828,q0,350,1,0
829,q0,349,1,0
830,q0,349,1,0
831,q0,349,1,0
832,q0,349,1,0
833,q0,349,1,0
834,q0,349,1,0
835,q0,349,1,0
836,q0,349,1,0
837,q0,349,1,0
838,q0,349,1,0
839,q0,348,1,0
840,q0,348,1,0
841,q0,348,1,0
842,q0,348,1,0
843,q0,348,1,0
844,q0,348,1,0
845,q0,348,1,0
846,q0,348,1,0
847,q0,348,1,0
848,q0,348,1,0
849,q0,347,1,0
850,q0,347,1,0
851,q0,347,1,0
852,q0,347,1,0
853,q0,347,1,0
854,q0,347,1,0
855,q0,347,1,0
856,q0,347,1,0
857,q0,347,1,0
858,q0,347,1,0
859,q0,346,1,0
860,q0,346,1,0
861,q0,346,1,0
862,q0,346,1,0
863,q0,346,1,0
864,q0,346,1,0
865,q0,346,1,0
866,q0,346,1,0
867,q0,346,1,0
868,q0,346,1,0
869,q0,345,1,0
870,q0,345,1,0
871,q0,345,1,0
872,q0,345,1,0
873,q0,345,1,0
874,q0,345,1,0
875,q0,345,1,0
876,q0,345,1,0
877,q0,345,1,0
878,q0,345,1,0
879,q0,344,1,0
880,q0,344,1,0
881,q0,344,1,0
882,q0,344,1,0
883,q0,344,1,0
884,q0,344,1,0
885,q0,344,1,0
886,q0,344,1,0
887,q0,344,1,0
888,q0,344,1,0
889,q0,343,1,0
890,q0,343,1,0
891,q0,343,1,0
892,q0,343,1,0
893,q0,343,1,0
894,q0,343,1,0
895,q0,343,1,0
896,q0,343,1,0
897,q0,343,1,0
898,q0,343,1,0
899,q0,342,1,0
900,q0,342,1,0
901,q0,342,1,0
902,q0,342,1,0
903,q0,342,1,0
904,q0,342,1,0
905,q0,342,1,0
906,q0,342,1,0
907,q0,342,1,0
908,q0,342,1,0
909,q0,341,1,0
910,q0,341,1,0
911,q0,341,1,0
912,q0,341,1,0
913,q0,341,1,0
914,q0,341,1,0
915,q0,341,1,0
916,q0,341,1,0
917,q0,341,1,0
918,q0,341,1,0
919,q0,340,1,0
920,q0,340,1,0
921,q0,340,1,0
922,q0,340,1,0
923,q0,340,1,0
924,q0,340,1,0
925,q0,340,1,0
926,q0,340,1,0
927,q0,340,1,0
928,q0,340,1,0
929,q0,339,1,0
930,q0,339,1,0
931,q0,339,1,0
932,q0,339,1,0
933,q0,339,1,0
934,q0,339,1,0
935,q0,339,1,0
936,q0,339,1,0
937,q0,339,1,0
938,q0,339,1,0
939,q0,338,1,0
940,q0,338,1,0
941,q0,338,1,0
942,q0,338,1,0
943,q0,338,1,0
944,q0,338,1,0
945,q0,338,1,0
946,q0,338,1,0
947,q0,338,1,0
948,q0,338,1,0
949,q0,337,1,0
950,q0,337,1,0
951,q0,337,1,0
952,q0,337,1,0
953,q0,337,1,0
954,q0,337,1,0
955,q0,337,1,0
956,q0,337,1,0
957,q0,337,1,0
958,q0,337,1,0
959,q0,336,1,0
960,q0,336,1,0
961,q0,336,1,0
962,q0,336,1,0
963,q0,336,1,0
964,q0,336,1,0
965,q0,336,1,0
966,q0,336,1,0
967,q0,336,1,0
968,q0,336,1,0
969,q0,335,1,0
970,q0,335,1,0
971,q0,335,1,0
972,q0,335,1,0
973,q0,335,1,0
974,q0,335,1,0
975,q0,335,1,0
976,q0,335,1,0
977,q0,335,1,0
978,q0,335,1,0
979,q0,334,1,0
980,q0,334,1,0
981,q0,334,1,0
982,q0,334,1,0
983,q0,334,1,0
984,q0,334,1,0
985,q0,334,1,0
986,q0,334,1,0
987,q0,334,1,0
988,q0,334,1,0
989,q0,333,1,0
990,q0,333,1,0
991,q0,333,1,0
992,q0,333,1,0
993,q0,333,1,0
994,q0,333,1,0
995,q0,333,1,0
996,q0,333,1,0
997,q0,333,1,0
998,q0,333,1,0
999,q0,332,1,0
1000,q0,332,1,0
1001,q0,332,1,0
1002,q0,332,1,0
1003,q0,332,1,0
1004,q0,332,1,0
1005,q0,332,1,0
1006,q0,332,1,0
1007,q0,332,1,0
1008,q0,332,1,0
1009,q0,331,1,0
1010,q0,331,1,0
1011,q0,331,1,0
1012,q0,331,1,0
1013,q0,331,1,0
1014,q0,331,1,0
1015,q0,331,1,0
1016,q0,331,1,0
1017,q0,331,1,0
1018,q0,331,1,0
1019,q0,330,1,0
1020,q0,330,1,0
1021,q0,330,1,0
1022,q0,330,1,0
1023,q0,330,1,0
1024,q0,330,1,0
1025,q0,330,1,0
1026,q0,330,1,0
1027,q0,330,1,0
1028,q0,330,1,0
1029,q0,329,1,0
1030,q0,329,1,0
1031,q0,329,1,0
1032,q0,329,1,0
1033,q0,329,1,0
1034,q0,329,1,0
1035,q0,329,1,0
1036,q0,329,1,0
1037,q0,329,1,0
1038,q0,329,1,0
1039,q0,328,1,0
1040,q0,328,1,0
1041,q0,328,1,0
1042,q0,328,1,0
1043,q0,328,1,0
1044,q0,328,1,0
1045,q0,328,1,0
1046,q0,328,1,0
1047,q0,328,1,0
1048,q0,328,1,0
1049,q0,327,1,0
1050,q0,327,1,0
1051,q0,327,1,0
1052,q0,327,1,0
1053,q0,327,1,0
1054,q0,327,1,0
1055,q0,327,1,0
1056,q0,327,1,0
1057,q0,327,1,0
1058,q0,327,1,0
1059,q0,326,1,0
1060,q0,326,1,0
1061,q0,326,1,0
1062,q0,326,1,0
1063,q0,326,1,0
1064,q0,326,1,0
1065,q0,326,1,0
1066,q0,326,1,0
1067,q0,326,1,0
1068,q0,326,1,0
1069,q0,325,1,0
1070,q0,325,1,0
1071,q0,325,1,0
1072,q0,325,1,0
1073,q0,325,1,0
1074,q0,325,1,0
1075,q0,325,1,0
1076,q0,325,1,0
1077,q0,325,1,0
1078,q0,325,1,0
1079,q0,324,1,0
1080,q0,324,1,0
1081,q0,324,1,0
1082,q0,324,1,0
1083,q0,324,1,0
1084,q0,324,1,0
1085,q0,324,1,0
1086,q0,324,1,0
1087,q0,324,1,0
1088,q0,324,1,0
1089,q0,323,1,0
1090,q0,323,1,0
1091,q0,323,1,0
1092,q0,323,1,0
1093,q0,323,1,0
1094,q0,323,1,0
1095,q0,323,1,0
1096,q0,323,1,0
1097,q0,323,1,0
1098,q0,323,1,0
1099,q0,322,1,0
1100,q0,322,1,0
1101,q0,322,1,0
1102,q0,322,1,0
1103,q0,322,1,0
1104,q0,322,1,0
1105,q0,322,1,0
1106,q0,322,1,0
1107,q0,322,1,0
1108,q0,322,1,0
1109,q0,321,1,0
1110,q0,321,1,0
1111,q0,321,1,0
1112,q0,321,1,0
1113,q0,321,1,0
1114,q0,321,1,0
1115,q0,321,1,0
1116,q0,321,1,0
1117,q0,321,1,0
1118,q0,321,1,0
1119,q0,320,1,0
1120,q0,320,1,0
1121,q0,320,1,0
1122,q0,320,1,0
1123,q0,320,1,0
1124,q0,320,1,0
1125,q0,320,1,0
1126,q0,320,1,0
1127,q0,320,1,0
1128,q0,320,1,0
1129,q0,319,1,0
1130,q0,319,1,0
1131,q0,319,1,0
1132,q0,319,1,0
1133,q0,319,1,0
1134,q0,319,1,0
1135,q0,319,1,0
1136,q0,319,1,0
1137,q0,319,1,0
1138,q0,319,1,0
1139,q0,318,1,0
1140,q0,318,1,0
1141,q0,318,1,0
1142,q0,318,1,0
1143,q0,318,1,0
1144,q0,318,1,0
1145,q0,318,1,0
1146,q0,318,1,0
1147,q0,318,1,0
1148,q0,318,1,0
1149,q0,317,1,0
1150,q0,317,1,0
1151,q0,317,1,0
1152,q0,317,1,0
1153,q0,317,1,0
1154,q0,317,1,0
1155,q0,317,1,0
1156,q0,317,1,0
1157,q0,317,1,0
1158,q0,317,1,0
1159,q0,316,1,0
1160,q0,316,1,0
1161,q0,316,1,0
1162,q0,316,1,0
1163,q0,316,1,0
1164,q0,316,1,0
1165,q0,316,1,0
1166,q0,316,1,0
1167,q0,316,1,0
1168,q0,316,1,0
1169,q0,315,1,0
1170,q0,315,1,0
1171,q0,315,1,0
1172,q0,315,1,0
1173,q0,315,1,0
1174,q0,315,1,0
1175,q0,315,1,0
1176,q0,315,1,0
1177,q0,315,1,0
1178,q0,315,1,0
1179,q0,314,1,0
1180,q0,314,1,0
1181,q0,314,1,0
1182,q0,314,1,0
1183,q0,314,1,0
1184,q0,314,1,0
1185,q0,314,1,0
1186,q0,314,1,0
1187,q0,314,1,0
1188,q0,314,1,0
1189,q0,313,1,0
1190,q0,313,1,0
1191,q0,313,1,0
1192,q0,313,1,0
1193,q0,313,1,0
1194,q0,313,1,0
1195,q0,313,1,0
1196,q0,313,1,0
1197,q0,313,1,0
1198,q0,313,1,0
1199,q0,312,1,0
1200,q0,312,1,0
1201,q0,312,1,0
1202,q0,312,1,0
1203,q0,312,1,0
1204,q0,312,1,0
1205,q0,312,1,0
1206,q0,312,1,0
1207,q0,312,1,0
1208,q0,312,1,0
1209,q0,311,1,0
1210,q0,311,1,0
1211,q0,311,1,0
1212,q0,311,1,0
1213,q0,311,1,0
1214,q0,311,1,0
1215,q0,311,1,0
1216,q0,311,1,0
1217,q0,311,1,0
1218,q0,311,1,0
1219,q0,310,1,0
1220,q0,310,1,0
1221,q0,310,1,0
1222,q0,310,1,0
1223,q0,310,1,0
1224,q0,310,1,0
1225,q0,310,1,0
1226,q0,310,1,0
1227,q0,310,1,0
1228,q0,310,1,0
1229,q0,309,1,0
1230,q0,309,1,0
1231,q0,309,1,0
1232,q0,309,1,0
1233,q0,309,1,0
1234,q0,309,1,0
1235,q0,309,1,0
1236,q0,309,1,0
1237,q0,309,1,0
1238,q0,309,1,0
1239,q0,308,1,0
1240,q0,308,1,0
1241,q0,308,1,0
1242,q0,308,1,0
