job_id,arrival,tasks
j69,14,"[""0: W 10"", ""1: W 10""]"
j70,15,"[""0: W 10"", ""1: W 10""]"
j71,15,"[""0: W 10"", ""1: W 10""]"
j72,15,"[""0: W 10"", ""1: W 10""]"
j73,16,"[""0: W 10"", ""1: W 10""]"
j74,16,"[""0: W 10"", ""1: W 10""]"
j75,17,"[""0: W 10"", ""1: W 10""]"
j76,17,"[""0: W 10"", ""1: W 10""]"
j77,17,"[""0: W 10"", ""1: W 10""]"
j78,17,"[""0: W 10"", ""1: W 10""]"
j79,17,"[""0: W 10"", ""1: W 10""]"
j80,18,"[""0: W 10"", ""1: W 10""]"
j81,18,"[""0: W 10"", ""1: W 10""]"
j82,18,"[""0: W 10"", ""1: W 10""]"
j83,19,"[""0: W 10"", ""1: W 10""]"
j84,19,"[""0: W 10"", ""1: W 10""]"
j85,20,"[""0: W 10"", ""1: W 10""]"
j86,20,"[""0: W 10"", ""1: W 10""]"
j87,20,"[""0: W 10"", ""1: W 10""]"
j88,20,"[""0: W 10"", ""1: W 10""]"
j89,20,"[""0: W 10"", ""1: W 10""]"
j90,20,"[""0: W 10"", ""1: W 10""]"
j91,20,"[""0: W 10"", ""1: W 10""]"
j92,21,"[""0: W 10"", ""1: W 10""]"
j93,21,"[""0: W 10"", ""1: W 10""]"
j94,21,"[""0: W 10"", ""1: W 10""]"
j95,21,"[""0: W 10"", ""1: W 10""]"
j96,22,"[""0: W 10"", ""1: W 10""]"
j97,22,"[""0: W 10"", ""1: W 10""]"
j98,22,"[""0: W 10"", ""1: W 10""]"
j99,22,"[""0: W 10"", ""1: W 10""]"
j100,22,"[""0: W 10"", ""1: W 10""]"
j101,23,"[""0: W 10"", ""1: W 10""]"
j102,23,"[""0: W 10"", ""1: W 10""]"
j103,24,"[""0: W 10"", ""1: W 10""]"
j104,24,"[""0: W 10"", ""1: W 10""]"
j105,24,"[""0: W 10"", ""1: W 10""]"
j106,25,"[""0: W 10"", ""1: W 10""]"
j107,25,"[""0: W 10"", ""1: W 10""]"
j108,25,"[""0: W 10"", ""1: W 10""]"
j109,25,"[""0: W 10"", ""1: W 10""]"
j110,25,"[""0: W 10"", ""1: W 10""]"
j111,26,"[""0: W 10"", ""1: W 10""]"
j112,26,"[""0: W 10"", ""1: W 10""]"
j113,27,"[""0: W 10"", ""1: W 10""]"
j114,27,"[""0: W 10"", ""1: W 10""]"
j115,27,"[""0: W 10"", ""1: W 10""]"
j116,27,"[""0: W 10"", ""1: W 10""]"
j117,27,"[""0: W 10"", ""1: W 10""]"
j118,28,"[""0: W 10"", ""1: W 10""]"
j119,28,"[""0: W 10"", ""1: W 10""]"
j120,28,"[""0: W 10"", ""1: W 10""]"
j121,29,"[""0: W 10"", ""1: W 10""]"
j122,29,"[""0: W 10"", ""1: W 10""]"
j123,29,"[""0: W 10"", ""1: W 10""]"
j124,29,"[""0: W 10"", ""1: W 10""]"
j125,30,"[""0: W 10"", ""1: W 10""]"
j126,30,"[""0: W 10"", ""1: W 10""]"
j127,30,"[""0: W 10"", ""1: W 10""]"
j128,31,"[""0: W 10"", ""1: W 10""]"
j129,31,"[""0: W 10"", ""1: W 10""]"
j130,31,"[""0: W 10"", ""1: W 10""]"
j131,31,"[""0: W 10"", ""1: W 10""]"
j132,31,"[""0: W 10"", ""1: W 10""]"
j133,31,"[""0: W 10"", ""1: W 10""]"
j134,31,"[""0: W 10"", ""1: W 10""]"
j135,31,"[""0: W 10"", ""1: W 10""]"
j136,32,"[""0: W 10"", ""1: W 10""]"
j137,32,"[""0: W 10"", ""1: W 10""]"
j138,32,"[""0: W 10"", ""1: W 10""]"
j139,32,"[""0: W 10"", ""1: W 10""]"
j140,33,"[""0: W 10"", ""1: W 10""]"
j141,33,"[""0: W 10"", ""1: W 10""]"
j142,34,"[""0: W 10"", ""1: W 10""]"
j143,34,"[""0: W 10"", ""1: W 10""]"
j144,34,"[""0: W 10"", ""1: W 10""]"
j145,34,"[""0: W 10"", ""1: W 10""]"
j146,34,"[""0: W 10"", ""1: W 10""]"
j147,34,"[""0: W 10"", ""1: W 10""]"
j148,35,"[""0: W 10"", ""1: W 10""]"
j149,35,"[""0: W 10"", ""1: W 10""]"
j150,36,"[""0: W 10"", ""1: W 10""]"
j151,36,"[""0: W 10"", ""1: W 10""]"
j152,36,"[""0: W 10"", ""1: W 10""]"
j153,36,"[""0: W 10"", ""1: W 10""]"
j154,36,"[""0: W 10"", ""1: W 10""]"
j155,37,"[""0: W 10"", ""1: W 10""]"
j156,38,"[""0: W 10"", ""1: W 10""]"
j157,38,"[""0: W 10"", ""1: W 10""]"
j158,39,"[""0: W 10"", ""1: W 10""]"
j159,39,"[""0: W 10"", ""1: W 10""]"
j160,39,"[""0: W 10"", ""1: W 10""]"
j161,39,"[""0: W 10"", ""1: W 10""]"
j162,39,"[""0: W 10"", ""1: W 10""]"
j163,40,"[""0: W 10"", ""1: W 10""]"
j164,40,"[""0: W 10"", ""1: W 10""]"
j165,40,"[""0: W 10"", ""1: W 10""]"
j166,40,"[""0: W 10"", ""1: W 10""]"
j167,40,"[""0: W 10"", ""1: W 10""]"
j168,40,"[""0: W 10"", ""1: W 10""]"
j169,41,"[""0: W 10"", ""1: W 10""]"
j170,41,"[""0: W 10"", ""1: W 10""]"
j171,41,"[""0: W 10"", ""1: W 10""]"
j172,41,"[""0: W 10"", ""1: W 10""]"
j173,41,"[""0: W 10"", ""1: W 10""]"
j174,42,"[""0: W 10"", ""1: W 10""]"
j175,42,"[""0: W 10"", ""1: W 10""]"
j176,42,"[""0: W 10"", ""1: W 10""]"
j177,42,"[""0: W 10"", ""1: W 10""]"
j178,43,"[""0: W 10"", ""1: W 10""]"
j179,43,"[""0: W 10"", ""1: W 10""]"
j180,43,"[""0: W 10"", ""1: W 10""]"
j181,43,"[""0: W 10"", ""1: W 10""]"
j182,44,"[""0: W 10"", ""1: W 10""]"
j183,44,"[""0: W 10"", ""1: W 10""]"
j184,45,"[""0: W 10"", ""1: W 10""]"
j185,45,"[""0: W 10"", ""1: W 10""]"
j186,45,"[""0: W 10"", ""1: W 10""]"
j187,46,"[""0: W 10"", ""1: W 10""]"
j188,46,"[""0: W 10"", ""1: W 10""]"
j189,46,"[""0: W 10"", ""1: W 10""]"
j190,46,"[""0: W 10"", ""1: W 10""]"
j191,47,"[""0: W 10"", ""1: W 10""]"
j192,47,"[""0: W 10"", ""1: W 10""]"
j193,47,"[""0: W 10"", ""1: W 10""]"
j194,47,"[""0: W 10"", ""1: W 10""]"
j195,47,"[""0: W 10"", ""1: W 10""]"
j196,47,"[""0: W 10"", ""1: W 10""]"
j197,47,"[""0: W 10"", ""1: W 10""]"
j198,48,"[""0: W 10"", ""1: W 10""]"
j199,48,"[""0: W 10"", ""1: W 10""]"
j200,48,"[""0: W 10"", ""1: W 10""]"
j201,48,"[""0: W 10"", ""1: W 10""]"
j202,48,"[""0: W 10"", ""1: W 10""]"
j203,49,"[""0: W 10"", ""1: W 10""]"
j204,50,"[""0: W 10"", ""1: W 10""]"
j205,50,"[""0: W 10"", ""1: W 10""]"
j206,50,"[""0: W 10"", ""1: W 10""]"
j207,50,"[""0: W 10"", ""1: W 10""]"
j208,50,"[""0: W 10"", ""1: W 10""]"
j209,51,"[""0: W 10"", ""1: W 10""]"
j210,51,"[""0: W 10"", ""1: W 10""]"
j211,51,"[""0: W 10"", ""1: W 10""]"
j212,51,"[""0: W 10"", ""1: W 10""]"
j213,52,"[""0: W 10"", ""1: W 10""]"
j214,52,"[""0: W 10"", ""1: W 10""]"
j215,52,"[""0: W 10"", ""1: W 10""]"
j216,53,"[""0: W 10"", ""1: W 10""]"
j217,53,"[""0: W 10"", ""1: W 10""]"
j218,53,"[""0: W 10"", ""1: W 10""]"
j219,53,"[""0: W 10"", ""1: W 10""]"
j220,53,"[""0: W 10"", ""1: W 10""]"
j221,53,"[""0: W 10"", ""1: W 10""]"
j222,54,"[""0: W 10"", ""1: W 10""]"
j223,54,"[""0: W 10"", ""1: W 10""]"
j224,54,"[""0: W 10"", ""1: W 10""]"
j225,54,"[""0: W 10"", ""1: W 10""]"
j226,54,"[""0: W 10"", ""1: W 10""]"
j227,54,"[""0: W 10"", ""1: W 10""]"
j228,54,"[""0: W 10"", ""1: W 10""]"
j229,55,"[""0: W 10"", ""1: W 10""]"
j230,55,"[""0: W 10"", ""1: W 10""]"
j231,55,"[""0: W 10"", ""1: W 10""]"
j232,55,"[""0: W 10"", ""1: W 10""]"
j233,55,"[""0: W 10"", ""1: W 10""]"
j234,55,"[""0: W 10"", ""1: W 10""]"
j235,56,"[""0: W 10"", ""1: W 10""]"
j236,56,"[""0: W 10"", ""1: W 10""]"
j237,56,"[""0: W 10"", ""1: W 10""]"
j238,57,"[""0: W 10"", ""1: W 10""]"
j239,57,"[""0: W 10"", ""1: W 10""]"
j240,57,"[""0: W 10"", ""1: W 10""]"
j241,57,"[""0: W 10"", ""1: W 10""]"
j242,58,"[""0: W 10"", ""1: W 10""]"
j243,58,"[""0: W 10"", ""1: W 10""]"
j244,58,"[""0: W 10"", ""1: W 10""]"
j245,58,"[""0: W 10"", ""1: W 10""]"
j246,58,"[""0: W 10"", ""1: W 10""]"
j247,59,"[""0: W 10"", ""1: W 10""]"
j248,59,"[""0: W 10"", ""1: W 10""]"
j249,59,"[""0: W 10"", ""1: W 10""]"
j250,59,"[""0: W 10"", ""1: W 10""]"
j251,59,"[""0: W 10"", ""1: W 10""]"
j252,59,"[""0: W 10"", ""1: W 10""]"
j253,60,"[""0: W 10"", ""1: W 10""]"
j254,60,"[""0: W 10"", ""1: W 10""]"
j255,60,"[""0: W 10"", ""1: W 10""]"
j256,60,"[""0: W 10"", ""1: W 10""]"
j257,61,"[""0: W 10"", ""1: W 10""]"
j258,61,"[""0: W 10"", ""1: W 10""]"
j259,61,"[""0: W 10"", ""1: W 10""]"
j260,61,"[""0: W 10"", ""1: W 10""]"
j261,62,"[""0: W 10"", ""1: W 10""]"
j262,62,"[""0: W 10"", ""1: W 10""]"
j263,63,"[""0: W 10"", ""1: W 10""]"
j264,63,"[""0: W 10"", ""1: W 10""]"
j265,64,"[""0: W 10"", ""1: W 10""]"
j266,64,"[""0: W 10"", ""1: W 10""]"
j267,64,"[""0: W 10"", ""1: W 10""]"
j268,64,"[""0: W 10"", ""1: W 10""]"
j269,64,"[""0: W 10"", ""1: W 10""]"
j270,64,"[""0: W 10"", ""1: W 10""]"
j271,65,"[""0: W 10"", ""1: W 10""]"
j272,65,"[""0: W 10"", ""1: W 10""]"
j273,65,"[""0: W 10"", ""1: W 10""]"
j274,65,"[""0: W 10"", ""1: W 10""]"
j275,65,"[""0: W 10"", ""1: W 10""]"
j276,65,"[""0: W 10"", ""1: W 10""]"
j277,65,"[""0: W 10"", ""1: W 10""]"
j278,66,"[""0: W 10"", ""1: W 10""]"
j279,66,"[""0: W 10"", ""1: W 10""]"
j280,66,"[""0: W 10"", ""1: W 10""]"
j281,66,"[""0: W 10"", ""1: W 10""]"
j282,67,"[""0: W 10"", ""1: W 10""]"
j283,67,"[""0: W 10"", ""1: W 10""]"
j284,67,"[""0: W 10"", ""1: W 10""]"
j285,67,"[""0: W 10"", ""1: W 10""]"
j286,67,"[""0: W 10"", ""1: W 10""]"
j287,67,"[""0: W 10"", ""1: W 10""]"
j288,67,"[""0: W 10"", ""1: W 10""]"
j289,68,"[""0: W 10"", ""1: W 10""]"
j290,68,"[""0: W 10"", ""1: W 10""]"
j291,68,"[""0: W 10"", ""1: W 10""]"
j292,68,"[""0: W 10"", ""1: W 10""]"
j293,68,"[""0: W 10"", ""1: W 10""]"
j294,69,"[""0: W 10"", ""1: W 10""]"
j295,69,"[""0: W 10"", ""1: W 10""]"
j296,69,"[""0: W 10"", ""1: W 10""]"
j297,70,"[""0: W 10"", ""1: W 10""]"
j298,70,"[""0: W 10"", ""1: W 10""]"
j299,70,"[""0: W 10"", ""1: W 10""]"
j300,70,"[""0: W 10"", ""1: W 10""]"
j301,70,"[""0: W 10"", ""1: W 10""]"
j302,71,"[""0: W 10"", ""1: W 10""]"
j303,71,"[""0: W 10"", ""1: W 10""]"
j304,71,"[""0: W 10"", ""1: W 10""]"
j305,71,"[""0: W 10"", ""1: W 10""]"
j306,71,"[""0: W 10"", ""1: W 10""]"
j307,71,"[""0: W 10"", ""1: W 10""]"
j308,71,"[""0: W 10"", ""1: W 10""]"
j309,71,"[""0: W 10"", ""1: W 10""]"
j310,72,"[""0: W 10"", ""1: W 10""]"
j311,72,"[""0: W 10"", ""1: W 10""]"
j312,72,"[""0: W 10"", ""1: W 10""]"
j313,72,"[""0: W 10"", ""1: W 10""]"
j314,73,"[""0: W 10"", ""1: W 10""]"
j315,73,"[""0: W 10"", ""1: W 10""]"
j316,73,"[""0: W 10"", ""1: W 10""]"
j317,73,"[""0: W 10"", ""1: W 10""]"
j318,73,"[""0: W 10"", ""1: W 10""]"
j319,73,"[""0: W 10"", ""1: W 10""]"
j320,73,"[""0: W 10"", ""1: W 10""]"
j321,73,"[""0: W 10"", ""1: W 10""]"
j322,75,"[""0: W 10"", ""1: W 10""]"
j323,75,"[""0: W 10"", ""1: W 10""]"
j324,75,"[""0: W 10"", ""1: W 10""]"
j325,75,"[""0: W 10"", ""1: W 10""]"
j326,75,"[""0: W 10"", ""1: W 10""]"
j327,75,"[""0: W 10"", ""1: W 10""]"
j328,76,"[""0: W 10"", ""1: W 10""]"
j329,76,"[""0: W 10"", ""1: W 10""]"
j330,76,"[""0: W 10"", ""1: W 10""]"
j331,76,"[""0: W 10"", ""1: W 10""]"
j332,76,"[""0: W 10"", ""1: W 10""]"
j333,77,"[""0: W 10"", ""1: W 10""]"
j334,77,"[""0: W 10"", ""1: W 10""]"
j335,77,"[""0: W 10"", ""1: W 10""]"
j336,77,"[""0: W 10"", ""1: W 10""]"
j337,78,"[""0: W 10"", ""1: W 10""]"
j338,78,"[""0: W 10"", ""1: W 10""]"
j339,78,"[""0: W 10"", ""1: W 10""]"
j340,78,"[""0: W 10"", ""1: W 10""]"
j341,78,"[""0: W 10"", ""1: W 10""]"
j342,79,"[""0: W 10"", ""1: W 10""]"
j343,80,"[""0: W 10"", ""1: W 10""]"
j344,80,"[""0: W 10"", ""1: W 10""]"
j345,80,"[""0: W 10"", ""1: W 10""]"
j346,80,"[""0: W 10"", ""1: W 10""]"
j347,81,"[""0: W 10"", ""1: W 10""]"
j348,81,"[""0: W 10"", ""1: W 10""]"
j349,81,"[""0: W 10"", ""1: W 10""]"
j350,81,"[""0: W 10"", ""1: W 10""]"
j351,81,"[""0: W 10"", ""1: W 10""]"
j352,82,"[""0: W 10"", ""1: W 10""]"
j353,82,"[""0: W 10"", ""1: W 10""]"
j354,82,"[""0: W 10"", ""1: W 10""]"
j355,82,"[""0: W 10"", ""1: W 10""]"
j356,82,"[""0: W 10"", ""1: W 10""]"
j357,82,"[""0: W 10"", ""1: W 10""]"
j358,82,"[""0: W 10"", ""1: W 10""]"
j359,83,"[""0: W 10"", ""1: W 10""]"
j360,83,"[""0: W 10"", ""1: W 10""]"
j361,83,"[""0: W 10"", ""1: W 10""]"
j362,84,"[""0: W 10"", ""1: W 10""]"
j363,84,"[""0: W 10"", ""1: W 10""]"
j364,84,"[""0: W 10"", ""1: W 10""]"
j365,85,"[""0: W 10"", ""1: W 10""]"
j366,85,"[""0: W 10"", ""1: W 10""]"
j367,85,"[""0: W 10"", ""1: W 10""]"
j368,86,"[""0: W 10"", ""1: W 10""]"
j369,86,"[""0: W 10"", ""1: W 10""]"
j370,86,"[""0: W 10"", ""1: W 10""]"
j371,86,"[""0: W 10"", ""1: W 10""]"
j372,86,"[""0: W 10"", ""1: W 10""]"
j373,86,"[""0: W 10"", ""1: W 10""]"
j374,87,"[""0: W 10"", ""1: W 10""]"
j375,87,"[""0: W 10"", ""1: W 10""]"
j376,87,"[""0: W 10"", ""1: W 10""]"
j377,87,"[""0: W 10"", ""1: W 10""]"
j378,87,"[""0: W 10"", ""1: W 10""]"
j379,88,"[""0: W 10"", ""1: W 10""]"
j380,88,"[""0: W 10"", ""1: W 10""]"
j381,88,"[""0: W 10"", ""1: W 10""]"
j382,89,"[""0: W 10"", ""1: W 10""]"
j383,89,"[""0: W 10"", ""1: W 10""]"
j384,89,"[""0: W 10"", ""1: W 10""]"
j385,89,"[""0: W 10"", ""1: W 10""]"
j386,89,"[""0: W 10"", ""1: W 10""]"
j387,89,"[""0: W 10"", ""1: W 10""]"
j388,90,"[""0: W 10"", ""1: W 10""]"
j389,90,"[""0: W 10"", ""1: W 10""]"
j390,90,"[""0: W 10"", ""1: W 10""]"
j391,90,"[""0: W 10"", ""1: W 10""]"
j392,90,"[""0: W 10"", ""1: W 10""]"
j393,91,"[""0: W 10"", ""1: W 10""]"
j394,91,"[""0: W 10"", ""1: W 10""]"
j395,91,"[""0: W 10"", ""1: W 10""]"
j396,91,"[""0: W 10"", ""1: W 10""]"
j397,91,"[""0: W 10"", ""1: W 10""]"
j398,91,"[""0: W 10"", ""1: W 10""]"
j399,92,"[""0: W 10"", ""1: W 10""]"
j400,92,"[""0: W 10"", ""1: W 10""]"
j401,92,"[""0: W 10"", ""1: W 10""]"
j402,93,"[""0: W 10"", ""1: W 10""]"
j403,93,"[""0: W 10"", ""1: W 10""]"
j404,93,"[""0: W 10"", ""1: W 10""]"
j405,93,"[""0: W 10"", ""1: W 10""]"
j406,94,"[""0: W 10"", ""1: W 10""]"
j407,94,"[""0: W 10"", ""1: W 10""]"
j408,94,"[""0: W 10"", ""1: W 10""]"
j409,94,"[""0: W 10"", ""1: W 10""]"
j410,95,"[""0: W 10"", ""1: W 10""]"
j411,95,"[""0: W 10"", ""1: W 10""]"
j412,96,"[""0: W 10"", ""1: W 10""]"
j413,96,"[""0: W 10"", ""1: W 10""]"
j414,96,"[""0: W 10"", ""1: W 10""]"
j415,96,"[""0: W 10"", ""1: W 10""]"
j416,96,"[""0: W 10"", ""1: W 10""]"
j417,97,"[""0: W 10"", ""1: W 10""]"
j418,97,"[""0: W 10"", ""1: W 10""]"
j419,97,"[""0: W 10"", ""1: W 10""]"
j420,97,"[""0: W 10"", ""1: W 10""]"
j421,97,"[""0: W 10"", ""1: W 10""]"
j422,98,"[""0: W 10"", ""1: W 10""]"
j423,98,"[""0: W 10"", ""1: W 10""]"
j424,98,"[""0: W 10"", ""1: W 10""]"
j425,98,"[""0: W 10"", ""1: W 10""]"
j426,98,"[""0: W 10"", ""1: W 10""]"
j427,99,"[""0: W 10"", ""1: W 10""]"
j428,99,"[""0: W 10"", ""1: W 10""]"
j429,99,"[""0: W 10"", ""1: W 10""]"
j430,99,"[""0: W 10"", ""1: W 10""]"
j431,100,"[""0: W 10"", ""1: W 10""]"
j432,100,"[""0: W 10"", ""1: W 10""]"
