job_id,arrival,Tasks
j387,3880,["1: W 10"]
j388,3890,["1: W 10"]
j389,3900,["1: W 10"]
j390,3910,["1: W 10"]
j391,3920,["1: W 10"]
j392,3930,["1: W 10"]
j393,3940,["1: W 10"]
j394,3950,["1: W 10"]
j395,3960,["1: W 10"]
j396,3970,["1: W 10"]
j397,3980,["1: W 10"]
j398,3990,["1: W 10"]
j399,4000,["1: W 10"]
j400,4010,["1: W 10"]
j401,4020,["1: W 10"]
j402,4030,["1: W 10"]
j403,4040,["1: W 10"]
j404,4050,["1: W 10"]
j405,4060,["1: W 10"]
j406,4070,["1: W 10"]
j407,4080,["1: W 10"]
j408,4090,["1: W 10"]
j409,4100,["1: W 10"]
j410,4110,["1: W 10"]
j411,4120,["1: W 10"]
j412,4130,["1: W 10"]
j413,4140,["1: W 10"]
j414,4150,["1: W 10"]
j415,4160,["1: W 10"]
j416,4170,["1: W 10"]
j417,4180,["1: W 10"]
j418,4190,["1: W 10"]
j419,4200,["1: W 10"]
j420,4210,["1: W 10"]
j421,4220,["1: W 10"]
j422,4230,["1: W 10"]
j423,4240,["1: W 10"]
j424,4250,["1: W 10"]
j425,4260,["1: W 10"]
j426,4270,["1: W 10"]
j427,4280,["1: W 10"]
j428,4290,["1: W 10"]
j429,4300,["1: W 10"]
j430,4310,["1: W 10"]
j431,4320,["1: W 10"]
j432,4330,["1: W 10"]
