job_id,arrival,tasks
j119,43,["1: W 10"]
j120,43,["1: W 10"]
j121,44,["1: W 10"]
j122,44,["1: W 10"]
j123,44,["1: W 10"]
j124,45,["1: W 10"]
j125,45,["1: W 10"]
j126,46,["1: W 10"]
j127,46,["1: W 10"]
j128,46,["1: W 10"]
j129,47,["1: W 10"]
j130,47,["1: W 10"]
j131,47,["1: W 10"]
j132,48,["1: W 10"]
j133,49,["1: W 10"]
j134,49,["1: W 10"]
j135,49,["1: W 10"]
j136,49,["1: W 10"]
j137,49,["1: W 10"]
j138,49,["1: W 10"]
j139,50,["1: W 10"]
j140,51,["1: W 10"]
j141,51,["1: W 10"]
j142,51,["1: W 10"]
j143,51,["1: W 10"]
j144,51,["1: W 10"]
j145,52,["1: W 10"]
j146,52,["1: W 10"]
j147,52,["1: W 10"]
j148,52,["1: W 10"]
j149,53,["1: W 10"]
j150,53,["1: W 10"]
j151,53,["1: W 10"]
j152,54,["1: W 10"]
j153,54,["1: W 10"]
j154,55,["1: W 10"]
j155,55,["1: W 10"]
j156,55,["1: W 10"]
j157,56,["1: W 10"]
j158,56,["1: W 10"]
j159,57,["1: W 10"]
j160,57,["1: W 10"]
j161,57,["1: W 10"]
j162,57,["1: W 10"]
j163,57,["1: W 10"]
j164,57,["1: W 10"]
j165,58,["1: W 10"]
j166,58,["1: W 10"]
j167,59,["1: W 10"]
j168,59,["1: W 10"]
j169,59,["1: W 10"]
j170,59,["1: W 10"]
j171,59,["1: W 10"]
j172,59,["1: W 10"]
j173,60,["1: W 10"]
j174,60,["1: W 10"]
j175,60,["1: W 10"]
j176,62,["1: W 10"]
j177,62,["1: W 10"]
j178,62,["1: W 10"]
j179,62,["1: W 10"]
j180,62,["1: W 10"]
j181,64,["1: W 10"]
j182,64,["1: W 10"]
j183,64,["1: W 10"]
j184,64,["1: W 10"]
j185,64,["1: W 10"]
j186,64,["1: W 10"]
j187,65,["1: W 10"]
j188,65,["1: W 10"]
j189,66,["1: W 10"]
j190,66,["1: W 10"]
j191,66,["1: W 10"]
j192,66,["1: W 10"]
j193,67,["1: W 10"]
j194,67,["1: W 10"]
j195,67,["1: W 10"]
j196,68,["1: W 10"]
j197,68,["1: W 10"]
j198,68,["1: W 10"]
j199,68,["1: W 10"]
j200,68,["1: W 10"]
j201,69,["1: W 10"]
j202,69,["1: W 10"]
j203,69,["1: W 10"]
j204,69,["1: W 10"]
j205,69,["1: W 10"]
j206,69,["1: W 10"]
j207,69,["1: W 10"]
j208,69,["1: W 10"]
j209,70,["1: W 10"]
j210,70,["1: W 10"]
j211,70,["1: W 10"]
j212,70,["1: W 10"]
j213,71,["1: W 10"]
j214,72,["1: W 10"]
j215,72,["1: W 10"]
j216,72,["1: W 10"]
j217,75,["1: W 10"]
j218,75,["1: W 10"]
j219,76,["1: W 10"]
j220,76,["1: W 10"]
j221,76,["1: W 10"]
j222,76,["1: W 10"]
j223,77,["1: W 10"]
j224,78,["1: W 10"]
j225,78,["1: W 10"]
j226,78,["1: W 10"]
j227,78,["1: W 10"]
j228,78,["1: W 10"]
j229,79,["1: W 10"]
j230,79,["1: W 10"]
j231,79,["1: W 10"]
j232,81,["1: W 10"]
j233,81,["1: W 10"]
j234,81,["1: W 10"]
j235,81,["1: W 10"]
j236,82,["1: W 10"]
j237,83,["1: W 10"]
j238,83,["1: W 10"]
j239,83,["1: W 10"]
j240,83,["1: W 10"]
j241,83,["1: W 10"]
j242,83,["1: W 10"]
j243,84,["1: W 10"]
j244,84,["1: W 10"]
j245,84,["1: W 10"]
j246,85,["1: W 10"]
j247,86,["1: W 10"]
j248,88,["1: W 10"]
j249,88,["1: W 10"]
j250,88,["1: W 10"]
j251,89,["1: W 10"]
j252,89,["1: W 10"]
j253,90,["1: W 10"]
j254,90,["1: W 10"]
j255,90,["1: W 10"]
j256,90,["1: W 10"]
j257,91,["1: W 10"]
j258,91,["1: W 10"]
j259,91,["1: W 10"]
j260,91,["1: W 10"]
j261,91,["1: W 10"]
j262,92,["1: W 10"]
j263,94,["1: W 10"]
j264,94,["1: W 10"]
j265,94,["1: W 10"]
j266,94,["1: W 10"]
j267,94,["1: W 10"]
j268,95,["1: W 10"]
j269,95,["1: W 10"]
j270,95,["1: W 10"]
j271,95,["1: W 10"]
j272,95,["1: W 10"]
j273,96,["1: W 10"]
j274,98,["1: W 10"]
j275,98,["1: W 10"]
j276,99,["1: W 10"]
j277,99,["1: W 10"]
j278,100,["1: W 10"]
j279,100,["1: W 10"]
